input	output
"<<PERSONA = Playful>>
<<SFXSTYLE = Cinematic>>
Old Man Tiberius adjusted his spectacles, peering at the gnome statue with suspicion. “Honestly,” he muttered, “the audacity of garden ornamentation these days. It winked at me!” His wife, Beatrice, chuckled, stirring her tea. “Oh, Tiberius, you and your gnomes. It probably just had something in its eye.” He huffed, dramatically clutching his chest. “A conspiracy, I tell you! They’re planning something. A gnome uprising!”

Beatrice rolled her eyes, taking a delicate sip. “Perhaps you’ve had too much elderflower cordial, dear.” Suddenly, a small, high-pitched voice squeaked, “We have… plans.” Tiberius yelped, nearly overturning his chair. Beatrice, however, simply raised an eyebrow and said, “See? I told you.”"	"<<ANGRY Intensity=3>>Old Man Tiberius adjusted his spectacles, peering at the gnome statue with suspicion.<<\ANGRY>> “Honestly,” he muttered, “<<DISGUST Intensity=4>>the audacity of garden ornamentation these days.<<\DISGUST>> It winked at me!” <<FGSFX Sound=Single chuckle>> His wife, Beatrice, chuckled, stirring her tea. “Oh, Tiberius, you and your gnomes. It probably just had something in its eye.” <<ANGRY Intensity=2>>He huffed, dramatically clutching his chest.<<\ANGRY>> “A conspiracy, I tell you! They’re planning something. A gnome uprising!” <<BGSFX Sound=Thunder rumble>>

<<HAPPY Intensity=2>>Beatrice rolled her eyes, taking a delicate sip.<<\HAPPY>> “Perhaps you’ve had too much elderflower cordial, dear.” Suddenly, a small, high-pitched voice squeaked, “We have… plans.” <<FEAR Intensity=5>>Tiberius yelped, nearly overturning his chair.<<\FEAR>> <<FGSFX Sound=Scream (short)>> Beatrice, however, simply raised an eyebrow and said, “See? I told you.” <<\BGSFX>>

======================================================================

Input:
<<PERSONA = Playful>>
<<SFXSTYLE = Minimalist>>
Old Man Tiberius adjusted his spectacles, peering at the gnome statue with suspicion. “Honestly,” he muttered, “the audacity of garden ornamentation these days. It winked at me!” His wife, Beatrice, chuckled, stirring her tea. “Oh, Tiberius, you and your gnomes. It probably just had something in its eye.” He huffed, dramatically clutching his chest. “A conspiracy, I tell you! They’re planning something. A gnome uprising!”

Beatrice rolled her eyes, taking a delicate sip. “Perhaps you’ve had too much elderflower cordial, dear.” Suddenly, a small, high-pitched voice squeaked, “We have… plans.” Tiberius yelped, nearly overturning his chair. Beatrice, however, simply raised an eyebrow and said, “See? I told you.”"
"<<PERSONA = Energetic>>
<<SFXSTYLE = Action-Packed>>
Sergeant Miller stared out at the desolate landscape, the dust swirling around his boots. He’d seen too much death in these past few months, each face a haunting echo in his memory. The mission was simple: secure the outpost, but the weight of responsibility felt crushing. He adjusted his helmet, a familiar gesture offering a small measure of comfort.

The radio crackled to life, a voice cutting through the silence. “Sergeant, we have movement to the north. Possible enemy engagement.” Miller’s jaw tightened. He relayed the order: “All units, prepare for contact. Weapons hot.” A wave of grim determination washed over him, masking the fear that gnawed at his insides. This was it."	"<<ANGRY Intensity=7>>Sergeant Miller stared out at the desolate landscape, the dust swirling around his boots!<<\ANGRY>> He’d seen too much death in these past few months, each face a haunting echo in his memory. The mission was simple: secure the outpost, but the weight of responsibility felt crushing. He adjusted his helmet, a familiar gesture offering a small measure of comfort. <<FGSFX Sound=Car screech>>

The radio crackled to life, a voice cutting through the silence. “Sergeant, we have movement to the north. Possible enemy engagement!” <<FEAR Intensity=6>>Miller’s jaw tightened!<<\FEAR>> He relayed the order: “All units, prepare for contact. Weapons hot!” <<ANGRY Intensity=8>>A wave of grim determination washed over him, masking the fear that gnawed at his insides.<<\ANGRY>> This was it! <<FGSFX Sound=Explosion>> <<FGSFX Sound=Gunshot>> <<BGSFX Sound=Battlefield (distant)>> <<\BGSFX>>

======================================================================

Input:
<<PERSONA = Melancholic>>
<<SFXSTYLE = Subtle Ambience>>
My grandmother’s hands were always warm, even when hers were rough from working in the garden. She’d tell me stories about growing up during the war, about rationing and making do with so little. I remember sitting at her kitchen table, the smell of baking bread filling the air, completely captivated by her tales. She never complained, even when recounting hardship, always finding a glimmer of hope or a funny detail.

Later, after she was gone, I found a small, worn photograph tucked inside one of her cookbooks. It was a picture of her as a young woman, laughing with friends. It wasn’t a posed portrait, just a snapshot of a moment of joy. Seeing that image, I realized how much strength she possessed, and how much of her spirit lived on in the simple things she taught me – kindness, resilience, and the importance of a good cup of tea."
"<<PERSONA = Subtle>>
<<SFXSTYLE = Minimalist>>
Old Man Tiber, a self-proclaimed wizard of questionable skill, adjusted his crooked spectacles and peered into the bubbling cauldron. “Right then,” he muttered, stirring with a twig, “a pinch of dragon scale, a sprig of giggleweed, and… oh dear.” He’d run out of giggleweed. This was a problem. The annual Village Fair’s pie-baking contest was today, and his enchanted pies were the only thing standing between him and the humiliation of losing to Agnes Plumtart, the baker with a suspiciously perfect record.

He sighed, a puff of purple smoke escaping his lips. “Perhaps a substitute?” He rummaged through his cluttered workshop, knocking over a stack of spellbooks and narrowly avoiding a collision with a grumpy-looking gnome in a tiny hat. He spotted a jar labeled “Essence of Mischief.” It couldn’t be *that* bad, could it? He added a generous spoonful to the cauldron, and the mixture immediately began to glow an alarming shade of green."	"Old Man Tiber, a self-proclaimed wizard of questionable skill, adjusted his crooked spectacles and peered into the bubbling cauldron. “Right then,” he muttered, stirring with a twig, “a pinch of dragon scale, a sprig of giggleweed, and… oh dear.” <<SAD Intensity=1>>He’d run out of giggleweed.<<\SAD>> This was a problem. The annual Village Fair’s pie-baking contest was today, and his enchanted pies were the only thing standing between him and the humiliation of losing to Agnes Plumtart, the baker with a suspiciously perfect record.

He sighed, a puff of purple smoke escaping his lips. “Perhaps a substitute?” He rummaged through his cluttered workshop, knocking over a stack of spellbooks and narrowly avoiding a collision with a grumpy-looking gnome in a tiny hat. He spotted a jar labeled “Essence of Mischief.” It couldn’t be *that* bad, could it? He added a generous spoonful to the cauldron, and the mixture immediately began to glow an alarming shade of green.

======================================================================

Input:
<<PERSONA = Playful>>
<<SFXSTYLE = Cinematic>>
Barnaby Buttonsworth, a renowned pickle inspector, faced his greatest challenge yet: a rogue cucumber. It wasn’t just *any* cucumber, mind you. This one wore a tiny monocle and insisted on being addressed as “Sir Reginald.” Barnaby, a man who took his pickles very seriously, found this deeply unsettling, especially since Sir Reginald kept attempting to sabotage the annual pickle judging competition.

The chaos escalated when Sir Reginald unleashed a swarm of miniature, yet surprisingly aggressive, garden gnomes. They wielded toothpicks as swords and chanted slogans about cucumber supremacy. Barnaby, armed with only a magnifying glass and a stern look, bravely attempted to restore order, all while muttering about the decline of proper pickling etiquette. <<FGSFX Sound=Single chuckle>>"
"<<PERSONA = Reserved>>
<<SFXSTYLE = Minimalist>>
Old Man Fitzwilliam was known for two things: his prize-winning pumpkins and his spectacular clumsiness. Every autumn, he’d attempt to transport his largest pumpkin to the county fair, and every autumn, it would end in disaster. This year was no different. He’d strapped the behemoth to a rickety wagon, promising himself it would be a smooth ride. 

He hadn’t taken five steps before the wagon wheel hit a rogue pebble. Fitzwilliam went flying, landing headfirst in a pile of hay, while the pumpkin rolled merrily down the hill, gathering speed. It bounced over Mrs. Higgins’ prize-winning petunias, narrowly missed Mayor Thompson’s toupee, and finally came to rest… inside the dunking booth."	"Old Man Fitzwilliam was known for two things: his prize-winning pumpkins and his spectacular clumsiness. Every autumn, he’d attempt to transport his largest pumpkin to the county fair, and every autumn, it would end in disaster. This year was no different. He’d strapped the behemoth to a rickety wagon, promising himself it would be a smooth ride. 

He hadn’t taken five steps before the wagon wheel hit a rogue pebble. Fitzwilliam went flying, landing headfirst in a pile of hay, while the pumpkin rolled merrily down the hill, gathering speed. <<FEAR Intensity=1>>It bounced over Mrs. Higgins’ prize-winning petunias, narrowly missed Mayor Thompson’s toupee,<<\FEAR>> and finally came to rest… inside the dunking booth.

======================================================================

Input:
<<PERSONA = Subtle>>
<<SFXSTYLE = Naturalistic>>
Old Man Fitzwilliam was known for two things: his prize-winning pumpkins and his spectacular clumsiness. Every autumn, he’d attempt to transport his largest pumpkin to the county fair, and every autumn, it would end in disaster. This year was no different. He’d strapped the behemoth to a rickety wagon, promising himself it would be a smooth ride. 

He hadn’t taken five steps before the wagon wheel hit a rogue pebble. Fitzwilliam went flying, landing headfirst in a pile of hay, while the pumpkin rolled merrily down the hill, gathering speed. It bounced over Mrs. Higgins’ prize-winning petunias, narrowly missed Mayor Thompson’s toupee, and finally came to rest… inside the dunking booth."
"<<PERSONA = Balanced>>
<<SFXSTYLE = Cinematic>>
Rain lashed against the panoramic window of the server room, mirroring the storm brewing inside Elias Vance. He stared at the cascading lines of code, a digital fortress breached. The anomaly had appeared just hours ago, a ghost in the machine, and every attempt to trace its origin had hit a dead end. He ran a hand through his thinning hair, the weight of a nation’s security pressing down on him.

The red alert klaxon sliced through the tension. A junior technician, barely out of college, pointed a trembling finger at a monitor displaying a rapidly escalating data leak. “Sir, they’re bypassing the firewall. It’s… it’s like they knew exactly where to look.” Elias felt a cold dread creep into his gut. This wasn’t a hack; it was an inside job. Someone he trusted had betrayed them."	"<<ANGRY Intensity=3>>Rain lashed against the panoramic window of the server room, mirroring the storm brewing inside Elias Vance<<\ANGRY>>. He stared at the cascading lines of code, a digital fortress breached. <<FEAR Intensity=2>>The anomaly had appeared just hours ago, a ghost in the machine, and every attempt to trace its origin had hit a dead end<<\FEAR>>. He ran a hand through his thinning hair, the weight of a nation’s security pressing down on him. <<BGSFX Sound=Thunder rumble>>

The red alert klaxon sliced through the tension. <<FGSFX Sound=Alarm clock buzz>> A junior technician, barely out of college, pointed a trembling finger at a monitor displaying a rapidly escalating data leak. “Sir, they’re bypassing the firewall. It’s… it’s like they knew exactly where to look.” <<ANGRY Intensity=4>>Elias felt a cold dread creep into his gut<<\ANGRY>>. This wasn’t a hack; it was an inside job. Someone he trusted had betrayed them. <<\BGSFX>>

======================================================================

Input:
<<PERSONA = Reserved>>
<<SFXSTYLE = Minimalist>>
Rain lashed against the panoramic window of the server room, mirroring the storm brewing inside Elias Vance. He stared at the cascading lines of code, a digital fortress breached. The anomaly had appeared just hours ago, a ghost in the machine, and every attempt to trace its origin had hit a dead end. He ran a hand through his thinning hair, the weight of a nation’s security pressing down on him.

The red alert klaxon sliced through the tension. A junior technician, barely out of college, pointed a trembling finger at a monitor displaying a rapidly escalating data leak. “Sir, they’re bypassing the firewall. It’s… it’s like they knew exactly where to look.” Elias felt a cold dread creep into his gut. This wasn’t a hack; it was an inside job. Someone he trusted had betrayed them."
"<<PERSONA = Reserved>>
<<SFXSTYLE = Minimalist>>
The king’s banner, a golden lion on a field of crimson, fell to the dust. Sir Kaelen, last of the royal guard, watched as the enemy horde surged over the broken walls of Aeridor. He had sworn an oath to defend the city, to protect the queen, but now… now there was only ruin. A single tear traced a path through the grime on his cheek, a testament to a kingdom lost.

He gripped the hilt of his ancestral blade, the steel cold against his palm. Around him, the screams of the dying mingled with the triumphant roars of the invaders. He knew this was the end, but he would not yield. He would meet his fate with defiance, a final, desperate stand against the encroaching darkness. He would become a legend, a whisper in the winds, a symbol of Aeridor’s lost glory."	"The king’s banner, a golden lion on a field of crimson, fell to the dust. Sir Kaelen, last of the royal guard, watched as the enemy horde surged over the broken walls of Aeridor. He had sworn an oath to defend the city, to protect the queen, but now… now there was only ruin. <<SAD Intensity=2>>A single tear traced a path through the grime on his cheek, a testament to a kingdom lost<<\SAD>>.

He gripped the hilt of his ancestral blade, the steel cold against his palm. Around him, the screams of the dying mingled with the triumphant roars of the invaders. He knew this was the end, but he would not yield. He would meet his fate with defiance, a final, desperate stand against the encroaching darkness. He would become a legend, a whisper in the winds, a symbol of Aeridor’s lost glory.

======================================================================

Input:
<<PERSONA = Balanced>>
<<SFXSTYLE = Immersive>>
The king’s banner, a golden lion on a field of crimson, fell to the dust. Sir Kaelen, last of the royal guard, watched as the enemy horde surged over the broken walls of Aeridor. He had sworn an oath to defend the city, to protect the queen, but now… now there was only ruin. A single tear traced a path through the grime on his cheek, a testament to a kingdom lost.

He gripped the hilt of his ancestral blade, the steel cold against his palm. Around him, the screams of the dying mingled with the triumphant roars of the invaders. He knew this was the end, but he would not yield. He would meet his fate with defiance, a final, desperate stand against the encroaching darkness. He would become a legend, a whisper in the winds, a symbol of Aeridor’s lost glory."
"<<PERSONA = Balanced>>
<<SFXSTYLE = Naturalistic>>
My grandmother’s hands were always warm, even when she was scolding me for tracking mud into the house. She smelled of cinnamon and old books, a comforting scent that filled her small kitchen. I remember sitting at her table, painstakingly coloring pictures while she hummed along to the radio, occasionally glancing up with a gentle smile. Those afternoons felt endless, safe, and full of a quiet joy I haven’t quite found anywhere else.

Later, after she was gone, I’d find myself drawn back to that kitchen, not to recreate the moments, but to simply *be* in the space where they happened. The scent of cinnamon would sometimes linger, a phantom reminder of her presence. It wasn’t sadness I felt, exactly, but a bittersweet ache, a longing for a time that could never return. I’d sit there, tracing the patterns on the linoleum, and remember."	"<<HAPPY Intensity=4>>My grandmother’s hands were always warm<<\HAPPY>>, even when she was scolding me for tracking mud into the house. She smelled of cinnamon and old books, a comforting scent that filled her small kitchen. I remember sitting at her table, painstakingly coloring pictures while she hummed along to the radio, occasionally glancing up with a gentle smile. Those afternoons felt endless, safe, and full of a quiet joy I haven’t quite found anywhere else. <<BGSFX Sound=Clock ticking>>

Later, after she was gone, I’d find myself drawn back to that kitchen, not to recreate the moments, but to simply *be* in the space where they happened. The scent of cinnamon would sometimes linger, a phantom reminder of her presence. It wasn’t <<SAD Intensity=3>>sadness<<\SAD>> I felt, exactly, but a bittersweet ache, a longing for a time that could never return. I’d sit there, tracing the patterns on the linoleum, and remember. <<\BGSFX>>

======================================================================

Input:
<<PERSONA = Melancholic>>
<<SFXSTYLE = Subtle Ambience>>
My grandmother’s hands were always warm, even when she was scolding me for tracking mud into the house. She smelled of cinnamon and old books, a comforting scent that filled her small kitchen. I remember sitting at her table, painstakingly coloring pictures while she hummed along to the radio, occasionally glancing up with a gentle smile. Those afternoons felt endless, safe, and full of a quiet joy I haven’t quite found anywhere else.

Later, after she was gone, I’d find myself drawn back to that kitchen, not to recreate the moments, but to simply *be* in the space where they happened. The scent of cinnamon would sometimes linger, a phantom reminder of her presence. It wasn’t sadness I felt, exactly, but a bittersweet ache, a longing for a time that could never return. I’d sit there, tracing the patterns on the linoleum, and remember."
"<<PERSONA = Balanced>>
<<SFXSTYLE = Immersive>>
Old Man Tiber, they said, could talk to crows. Most folks in Havenwood dismissed it as the ramblings of a lonely widower, but Elara, a girl of ten with a penchant for trouble, found it fascinating. She’d spend afternoons perched on the fence bordering his overgrown garden, listening to his one-sided conversations. He’d offer them shiny buttons and stale biscuits, and in return, they’d apparently tell him secrets – mostly about lost keys and Mrs. Gable’s prize-winning tomatoes.

Today, however, the crows were unusually agitated. They cawed and circled, landing on Tiber’s shoulders and pecking at his hat. He was muttering about a “shadow in the well” and a “promise broken long ago.” Elara, usually fearless, felt a prickle of unease. The air grew cold, and the scent of damp earth filled her nostrils. Even the crows seemed frightened, their glossy black eyes wide with a knowing dread. <<FGSFX Sound=Wind (howling)>>"	"<<PERSONA = Subtle>>
<<SFXSTYLE = Minimalist>>
Old Man Tiber, they said, could talk to crows. Most folks in Havenwood dismissed it as the ramblings of a lonely widower, but Elara, a girl of ten with a penchant for trouble, found it fascinating. She’d spend afternoons perched on the fence bordering his overgrown garden, listening to his one-sided conversations. He’d offer them shiny buttons and stale biscuits, and in return, they’d apparently tell him secrets – mostly about lost keys and Mrs. Gable’s prize-winning tomatoes.

Today, however, the crows were unusually agitated. They cawed and circled, landing on Tiber’s shoulders and pecking at his hat. He was muttering about a “shadow in the well” and a “promise broken long ago.” <<FEAR Intensity=1>>Elara, usually fearless, felt a prickle of unease.<<\FEAR>> The air grew cold, and the scent of damp earth filled her nostrils. Even the crows seemed frightened, their glossy black eyes wide with a knowing dread.

======================================================================

Input:
<<PERSONA = Reserved>>
<<SFXSTYLE = Minimalist>>
The old map crackled in Elara’s hands, the parchment brittle with age. She traced the faded lines with a calloused finger, her gaze fixed on the symbol marking the Sunstone’s hidden location. A shiver ran down her spine, not from the cold mountain air, but from a sense of anticipation – and a prickle of fear. This quest had consumed her father’s life, and now, she was determined to finish what he started.

The path ahead was treacherous, winding through dense forests and across crumbling cliffs. She tightened the straps of her pack, the weight of her supplies a comforting presence. A lone hawk circled overhead, its cry echoing through the valley. Elara took a deep breath, steeling her resolve. The Sunstone awaited, and she would not be deterred."
"<<PERSONA = Literal>>
<<SFXSTYLE = No Sound>>
The cockpit shuddered as Unit 734, “Vanguard,” took another hit. Kai cursed, slamming a fist on the control panel. Red lights flashed across the holographic display, warning of critical system failures. He had to get back to base, but the enemy mechs were relentless, their plasma cannons carving through the ruined cityscape. 

He activated the emergency boosters, a desperate gamble. Vanguard lurched forward, narrowly avoiding a direct hit. The city below was a swirling vortex of fire and debris. Kai gripped the controls, his knuckles white. “This is Vanguard to command, I need immediate evac! I’m not going to make it!” A static-filled voice crackled back, “Negative, Vanguard. Hold the line!”"	"The cockpit shuddered as Unit 734, “Vanguard,” took another hit. Kai cursed, slamming a fist on the control panel. Red lights flashed across the holographic display, warning of critical system failures. He had to get back to base, but the enemy mechs were relentless, their plasma cannons carving through the ruined cityscape. 

He activated the emergency boosters, a desperate gamble. Vanguard lurched forward, narrowly avoiding a direct hit. The city below was a swirling vortex of fire and debris. Kai gripped the controls, his knuckles white. “This is Vanguard to command, I need immediate evac! I’m not going to make it!” A static-filled voice crackled back, “Negative, Vanguard. Hold the line!”

======================================================================

Input:
<<PERSONA = Dramatic>>
<<SFXSTYLE = Cinematic>>
The neon signs of Kabuki Market flickered, casting a sickly glow on Kai’s chrome arm. He tasted synth-ramen and regret, the metallic tang a familiar comfort. Old Man Hiroshi hadn’t paid his protection fee again, and Kai knew what that meant. Another night cleaning up messes, another layer of grime on his soul. He adjusted the grip on his pulse pistol, the weight a cold promise.

The rain started, acid droplets sizzling on the pavement. A data broker, slick with desperation, hurried past, clutching a drive to his chest. Kai ignored him. Hiroshi was his problem, a debt owed in blood and circuits. He found the old man’s stall, a pathetic display of bio-luminescent fungi. Hiroshi looked up, his face a mask of fear. “Kai… I… I can get it, just give me time.”"
"<<PERSONA = Reserved>>
<<SFXSTYLE = Minimalist>>
The dust swirled, a rust-colored haze that coated everything in a fine grit. Old Man Tiber, they called him, though he couldn’t have been more than sixty, sat on the porch of what was left of his farmhouse, watching the skeletal remains of the cornfields sway in the wind. He hadn’t seen rain in over a year, not a proper soaking rain, just the occasional tease that evaporated before it hit the parched earth. 

His granddaughter, Elara, emerged from the house, carrying two dented metal canteens. She offered him one, her face streaked with dirt and worry. “Found a little water, Grandpa,” she said, her voice raspy. “Enough for today, maybe tomorrow.” He took the canteen, the metal warm against his calloused hands, and looked out at the horizon, a shimmering line of heat and despair. He knew, with a certainty that settled like lead in his stomach, that this land was dying."	"The dust swirled, a rust-colored haze that coated everything in a fine grit. Old Man Tiber, they called him, though he couldn’t have been more than sixty, sat on the porch of what was left of his farmhouse, watching the skeletal remains of the cornfields sway in the wind. He hadn’t seen rain in over a year, not a proper soaking rain, just the occasional tease that evaporated before it hit the parched earth. 

His granddaughter, Elara, emerged from the house, carrying two dented metal canteens. <<SAD Intensity=1>>She offered him one, her face streaked with dirt and worry.<<\SAD>> “Found a little water, Grandpa,” she said, her voice raspy. “Enough for today, maybe tomorrow.” He took the canteen, the metal warm against his calloused hands, and looked out at the horizon, a shimmering line of heat and despair. <<SAD Intensity=2>>He knew, with a certainty that settled like lead in his stomach, that this land was dying.<<\SAD>>

======================================================================

Input:
<<PERSONA = Subtle>>
<<SFXSTYLE = Subtle Ambience>>
The old house stood on a hill overlooking the town, shrouded in mist. Locals whispered stories of the family who had vanished within its walls decades ago, claiming the house itself was hungry. Old Man Hemlock, the last to see them, swore he heard music and laughter one night, then only silence. Now, Sarah and Ben, foolishly seeking a thrill, had decided to spend a night inside. 

The floorboards groaned under their weight as they explored the decaying rooms. Dust motes danced in the moonlight filtering through broken windows, and a chill permeated the air that had nothing to do with the autumn night. Ben tried to joke, but his voice sounded hollow, swallowed by the oppressive silence. Sarah, however, felt a growing dread, a sense of being watched by something ancient and malevolent."
"<<PERSONA = Neutralist>>
<<SFXSTYLE = No Sound>>
The airship *Daedalus* crested the ridge, revealing the sprawling city of New London below. It wasn’t the London of history books, of course. This one was built of polished chrome and reinforced glass, powered by aetherium reactors humming beneath the streets. Captain Amelia Stone, a veteran of the Aetherial Wars, gripped the railing, her gaze fixed on the Parliament spire. A coded message had arrived from her contact within the Ministry of Progress – a warning about a potential uprising amongst the Gearsmiths, the city’s vital engineering caste.

The tension on the bridge was palpable. First Mate Davies, a stoic man of few words, adjusted the ship’s course. “ETA five minutes, Captain,” he reported, his voice calm despite the gravity of the situation. Amelia knew the Gearsmiths had legitimate grievances – dwindling resources, restricted access to aetherium, and a growing sense of disenfranchisement. But an uprising now, with the Prussian Empire massing airships on the horizon, could spell disaster for Britannia Nova. She had to tread carefully, balance diplomacy with force, and prevent a civil war from erupting on the eve of a potential invasion."	"<<SAD Intensity=2>>The airship *Daedalus* crested the ridge, revealing the sprawling city of New London below.<<\SAD>> It wasn’t the London of history books, of course. This one was built of polished chrome and reinforced glass, powered by aetherium reactors humming beneath the streets. Captain Amelia Stone, a veteran of the Aetherial Wars, gripped the railing, her gaze fixed on the Parliament spire. A coded message had arrived from her contact within the Ministry of Progress – a warning about a potential uprising amongst the Gearsmiths, the city’s vital engineering caste.

The tension on the bridge was palpable. First Mate Davies, a stoic man of few words, adjusted the ship’s course. “ETA five minutes, Captain,” he reported, his voice calm despite the gravity of the situation. <<FEAR Intensity=3>>Amelia knew the Gearsmiths had legitimate grievances<<\FEAR>> – dwindling resources, restricted access to aetherium, and a growing sense of disenfranchisement. But an uprising now, with the Prussian Empire massing airships on the horizon, could spell disaster for Britannia Nova. She had to tread carefully, balance diplomacy with force, and prevent a civil war from erupting on the eve of a potential invasion.

======================================================================

Input:
<<PERSONA = Insightful>>
<<SFXSTYLE = Surreal>>
The chipped porcelain doll sat on the park bench, staring at a sky filled with swimming clocks. Old Man Tiber, who claimed to be a retired dream weaver, offered her a candied violet, but she didn’t blink. He said the clocks were running backwards, unraveling yesterday. A single, crimson feather drifted down, landing perfectly balanced on the doll’s outstretched hand.

The air tasted like forgotten birthdays and regret. Tiber chuckled, a sound like pebbles tumbling down a glass staircase. He pointed to a flock of paper birds taking flight, each carrying a tiny, unwritten letter. “They’re delivering apologies,” he whispered, “to people who’ve already forgotten what they did.” The doll remained motionless, a silent observer in a world dissolving at the edges."
"<<PERSONA = Reserved>>
<<SFXSTYLE = Minimalist>>
Old Man Tiber, the village historian, always said that stories were like rivers. They carved their own paths, sometimes gently, sometimes with furious force, but always flowing towards the sea of time. He’d spend hours in the dusty archives, tracing the currents of past events, warning us that forgetting the past was like damming a river – eventually, the pressure would build, and the consequences would flood everything.

He wasn’t wrong. The recent drought, the failing crops, the growing unrest… it all stemmed from a forgotten agreement with the river spirits, an agreement our ancestors had made centuries ago to ensure the land’s fertility. Now, with the spirits angered by our neglect, the river had begun to shrink, and with it, our hope."	"Old Man Tiber, the village historian, always said that stories were like rivers. They carved their own paths, sometimes gently, sometimes with furious force, but always flowing towards the sea of time. <<NEUTRAL Intensity=1>>He’d spend hours in the dusty archives, tracing the currents of past events,<<\NEUTRAL>> warning us that forgetting the past was like damming a river – eventually, the pressure would build, and the consequences would flood everything.

<<SAD Intensity=1>>He wasn’t wrong.<<\SAD>> The recent drought, the failing crops, the growing unrest… it all stemmed from a forgotten agreement with the river spirits, an agreement our ancestors had made centuries ago to ensure the land’s fertility. Now, with the spirits angered by our neglect, the river had begun to shrink, and with it, our hope.

======================================================================

Input:
<<PERSONA = No Emotion>>
<<SFXSTYLE = Subtle Ambience>>
Old Man Tiber, the village historian, always said that stories were like rivers. They carved their own paths, sometimes gently, sometimes with furious force, but always flowing towards the sea of time. He’d spend hours in the dusty archives, tracing the currents of past events, warning us that forgetting the past was like damming a river – eventually, the pressure would build, and the consequences would flood everything.

He wasn’t wrong. The recent drought, the failing crops, the growing unrest… it all stemmed from a forgotten agreement with the river spirits, an agreement our ancestors had made centuries ago to ensure the land’s fertility. Now, with the spirits angered by our neglect, the river had begun to shrink, and with it, our hope."
"<<PERSONA = Energetic>>
<<SFXSTYLE = Cinematic>>
Master Ito surveyed the dojo, his gaze sharp as a katana. A new challenger, Kenji, stood before him, radiating youthful arrogance. “You seek to test yourself against the Dragon’s Fury?” Ito’s voice was a low rumble. Kenji smirked, cracking his knuckles. “I’ve heard the stories, old man. Just stories.” Ito’s eyes narrowed.

The fight exploded with blinding speed. Kenji launched a flurry of kicks, each one met with a precise block from Ito. A <<FGSFX Sound=Sword clash>> echoed through the dojo as their weapons met. Ito moved like a phantom, deflecting every attack with effortless grace. Kenji, frustrated, roared and unleashed a spinning heel kick, but Ito simply sidestepped, delivering a swift, decisive blow."	"<<ANGRY Intensity=5>>Master Ito surveyed the dojo, his gaze sharp as a katana.<<\ANGRY>> A new challenger, Kenji, stood before him, radiating youthful arrogance. <<DISGUST Intensity=3>>“You seek to test yourself against the Dragon’s Fury?”<<\DISGUST>> Ito’s voice was a low rumble. <<ANGRY Intensity=4>>Kenji smirked, cracking his knuckles.<<\ANGRY>> “I’ve heard the stories, old man. Just stories.” <<FEAR Intensity=1>>Ito’s eyes narrowed.<<\FEAR>> <<BGSFX Sound=Wind (gentle)>> <<\BGSFX>>

The fight exploded with blinding speed. Kenji launched a flurry of kicks, each one met with a precise block from Ito. A <<FGSFX Sound=Sword clash>> echoed through the dojo as their weapons met. <<ANGRY Intensity=6>>Ito moved like a phantom, deflecting every attack with effortless grace.<<\ANGRY>> Kenji, frustrated, roared and unleashed a spinning heel kick, but Ito simply sidestepped, delivering a swift, decisive blow. <<BGSFX Sound=Thunder rumble>> <<\BGSFX>>

======================================================================

Input:
<<PERSONA = Reserved>>
<<SFXSTYLE = Minimalist>>
Master Ito surveyed the dojo, his gaze sharp as a katana. A new challenger, Kenji, stood before him, radiating youthful arrogance. “You seek to test yourself against the Dragon’s Fury?” Ito’s voice was a low rumble. Kenji smirked, cracking his knuckles. “I’ve heard the stories, old man. Just stories.” Ito’s eyes narrowed.

The fight exploded with blinding speed. Kenji launched a flurry of kicks, each one met with a precise block from Ito. A <<FGSFX Sound=Sword clash>> echoed through the dojo as their weapons met. Ito moved like a phantom, deflecting every attack with effortless grace. Kenji, frustrated, roared and unleashed a spinning heel kick, but Ito simply sidestepped, delivering a swift, decisive blow."
